experiment,representation,corpus,algorithm,family,repeat,fold,n_train,n_test,macro_f1,spam_f1,pr_auc,roc_auc,mcc,balanced_accuracy,accuracy,recall_at_99_precision,tn,fp,fn,tp,train_time_s,predict_ms_per_1000,n_configs
E2,char,full,MultinomialNB,Linear / probabilistic,1,3,4459,1115,0.9845941278065631,0.9733333333333334,0.9922094682922257,0.9954680483592401,0.969188255613126,0.9845941278065631,0.9928251121076234,0.96,961,4,4,146,10.164357203000009,83.12792017936303,8
E2,char,full,LogisticRegression,Linear / probabilistic,1,3,4459,1115,0.9864817820146214,0.9765886287625418,0.9941946231315373,0.9980379965457685,0.972970868117397,0.9851122625215889,0.9937219730941704,0.9666666666666667,962,3,4,146,11.458780306999984,83.01332735430604,8
E2,char,full,LinearSVM,Kernel (linear),1,3,4459,1115,0.9883800908749845,0.9798657718120806,0.9937191069763526,0.9977409326424871,0.9767896517704329,0.9856303972366149,0.9946188340807175,0.96,963,2,4,146,11.661908215999915,88.1168394618212,8
E2,char,full,kNN,Instance-based,1,3,4459,1115,0.978513554942408,0.9627118644067797,0.9693491594647745,0.9827115716753023,0.9572116020870328,0.9717789291882556,0.9901345291479821,0.9,962,3,8,142,13.701230469000052,236.19311031388412,8
E2,char,full,RandomForest,Ensemble,1,3,4459,1115,0.9842373863748817,0.9726027397260274,0.9903713847047416,0.9937443868739206,0.9689598439414034,0.9733333333333334,0.9928251121076234,0.96,965,0,8,142,48.61097367299999,175.86222600894698,8
E2,char,full,MultinomialNB,Linear / probabilistic,1,4,4459,1115,0.9561412919098295,0.9236111111111112,0.9709888777071335,0.9876269430051814,0.9133506558895916,0.9407426597582038,0.9802690582959641,0.84,960,5,17,133,9.880371416999992,77.07063049333004,8
E2,char,full,LogisticRegression,Linear / probabilistic,1,4,4459,1115,0.9727319097794795,0.9527027027027027,0.983087423881417,0.9921243523316062,0.9455801336935548,0.9674093264248704,0.9874439461883409,0.92,960,5,9,141,11.560315619999983,77.3828286994935,8
E2,char,full,LinearSVM,Kernel (linear),1,4,4459,1115,0.9725747737111373,0.9523809523809523,0.982072652643281,0.9921312607944732,0.9454142349909482,0.9645941278065631,0.9874439461883409,0.9333333333333333,961,4,10,140,11.320348849000084,82.53642152466468,8
E2,char,full,kNN,Instance-based,1,4,4459,1115,0.9428205128205128,0.9,0.9471801937561709,0.9727910189982729,0.8886902165704169,0.9179274611398964,0.9748878923766816,0.74,961,4,24,126,13.53872374499997,210.9611264574184,8
E2,char,full,RandomForest,Ensemble,1,4,4459,1115,0.9575046143291936,0.9257950530035336,0.9756462596609566,0.9921001727115717,0.9172250216334519,0.9356303972366149,0.9811659192825112,0.8333333333333334,963,2,19,131,46.35015968500011,124.01452825118787,8
E2,char,full,MultinomialNB,Linear / probabilistic,1,5,4460,1114,0.9783862916809976,0.962457337883959,0.98504350141048,0.9936989254790137,0.9569592206029024,0.9715999582710296,0.9901256732495511,0.9395973154362416,962,3,8,141,10.248828698999887,86.49141202882312,8
E2,char,full,LogisticRegression,Linear / probabilistic,1,5,4460,1114,0.9843263054963454,0.9727891156462585,0.9936618850636297,0.9976701324894809,0.9687724902802989,0.9788295023820287,0.992818671454219,0.959731543624161,963,2,6,143,12.055623598000011,108.30022890488502,8
E2,char,full,LinearSVM,Kernel (linear),1,5,4460,1114,0.9862458219788166,0.9761092150170648,0.9936211475918265,0.9978509580276107,0.97268062294996,0.9793476370970546,0.9937163375224417,0.959731543624161,964,1,6,143,11.528145940000059,80.2834254937534,8
E2,char,full,kNN,Instance-based,1,5,4460,1114,0.9725710346186044,0.9523809523809523,0.9822006234918235,0.9920228118371179,0.9452597219373665,0.9672079841429913,0.9874326750448833,0.8389261744966443,960,5,9,140,13.879785282000057,264.37303859963504,8
E2,char,full,RandomForest,Ensemble,1,5,4460,1114,0.9759313806687648,0.958041958041958,0.9898962276520056,0.9965921340890913,0.9529794248733632,0.9597315436241611,0.9892280071813285,0.9328859060402684,965,0,12,137,48.82775663100006,164.90944254938398,8
E2,char,full,MultinomialNB,Linear / probabilistic,2,1,4459,1115,0.9701844552713348,0.9480968858131488,0.9727091574407857,0.9829018855864494,0.9409798185850925,0.9581787485931053,0.9865470852017937,0.912751677852349,963,3,12,137,10.033908102000169,95.54932556060962,8
E2,char,full,LogisticRegression,Linear / probabilistic,2,1,4459,1115,0.9781352671989789,0.9619377162629758,0.9783961821705559,0.9874942682062613,0.956889329904284,0.9659253546764489,0.9901345291479821,0.9328859060402684,965,1,10,139,11.88833237599988,77.41682869964932,8
E2,char,full,LinearSVM,Kernel (linear),2,1,4459,1115,0.9740065741220607,0.9547038327526133,0.9804259981076028,0.9888698987035724,0.9489425840249646,0.9592139452804758,0.9883408071748879,0.9328859060402684,965,1,12,137,11.068882995999957,78.92696860982537,8
E2,char,full,kNN,Instance-based,2,1,4459,1115,0.9509890109890109,0.9142857142857143,0.8582213444092762,0.9279774063112262,0.9044807713238658,0.927977406311226,0.97847533632287,0.0,963,3,21,128,13.982742914000028,216.75348609865742,8
E2,char,full,RandomForest,Ensemble,2,1,4459,1115,0.971754990373898,0.9507042253521126,0.9762610223301225,0.9921769700001388,0.9450380077276553,0.9530201342281879,0.9874439461883409,0.9194630872483222,966,0,14,135,47.511196337,168.85684932733278,8
E2,char,full,MultinomialNB,Linear / probabilistic,2,2,4459,1115,0.9643263419836474,0.9379310344827586,0.9731201379418836,0.9904956438367585,0.9291279383699078,0.953787847207748,0.9838565022421525,0.8859060402684564,961,5,13,136,10.558671184999866,78.64871928246642,8
E2,char,full,LogisticRegression,Linear / probabilistic,2,2,4459,1115,0.984145040881621,0.9724137931034482,0.9873654656898186,0.9966512429307877,0.968780763935143,0.9731543624161074,0.9928251121076234,0.9463087248322147,966,0,8,141,11.768046567000056,82.56482242155275,8
E2,char,full,LinearSVM,Kernel (linear),2,2,4459,1115,0.980064223595377,0.9652777777777778,0.9856776000042468,0.9960051134547779,0.9608993957778563,0.9664429530201342,0.9910313901345291,0.9463087248322147,966,0,10,139,11.348795033999977,89.77365829612062,8
E2,char,full,kNN,Instance-based,2,2,4459,1115,0.949410255153802,0.911660777385159,0.9671357980702964,0.984145511137049,0.900521386286914,0.930297914321842,0.9775784753363229,0.8389261744966443,961,5,20,129,13.835731918999954,223.13704394628277,8
E2,char,full,RandomForest,Ensemble,2,2,4459,1115,0.956717518729863,0.924187725631769,0.9834230991370545,0.9958244751066461,0.9169419402428824,0.9295302013422819,0.9811659192825112,0.8926174496644296,966,0,21,128,47.30819433800002,188.44805201803007,8
E2,char,full,MultinomialNB,Linear / probabilistic,2,3,4459,1115,0.9863268076906233,0.976271186440678,0.9978678563807564,0.9996407599309153,0.9728404047862135,0.979481865284974,0.9937219730941704,0.96,964,1,6,144,9.875319691999948,78.78564574007153,8
